File Name,Sentence,Mistake Text,Error Message,replacements,Character/ Start Position in Text,Character/ End Position in Text,Error Type,Error Subtype
Macbeth - Dramatic Irony.docx,as the audiences witnesses,audiences,"Wrong usage of two or more nouns in a row, either in possessive form or as modifiers of each other",audience,469,477,Grammar,43
Macbeth - Dramatic Irony.docx,therefore possibly begin to point the finger at the Macbeths,therefore possibly begin,Mismatch between the plurality of the verb and the subject,therefore possibly begins,1091,1114,Grammar,21
Macbeth - Dramatic Irony.docx,N/A,Eventually though,Missing comma,"Eventually, though",2753,2769,Style,49
macbeth essay for the exam 2020.docx,of an honorable soldier,honorable,Usage of British instead of American English spelling or vice-versa,honourable,78,86,Syntax,44
macbeth essay for the exam 2020.docx,N/A,soldier including,Missing comma,"soldier, including",88,104,Style,49
macbeth essay for the exam 2020.docx,"emotions of respect, sympathy love, hatred and admiration towards the characters",sympathy love,Missing comma,"sympathy, love",244,256,Style,49
macbeth essay for the exam 2020.docx,towards characters.,characters,Omission of the definite article,the characters,289,298,Syntax,13
macbeth essay for the exam 2020.docx,"sympathy , hatred and disgust in me, how"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",364,365,Grammar,40
macbeth essay for the exam 2020.docx,"sympathy, hatred and disgust in me , how"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",391,392,Grammar,40
macbeth essay for the exam 2020.docx,is seen to her husband going to any measures to seize any chance of power,to,Wrong preposition,with,633,634,Grammar,29
macbeth essay for the exam 2020.docx,N/A,",","Missing or superfluous space before or after period, comma and other punctuation marks",", ",851,851,Grammar,40
macbeth essay for the exam 2020.docx,N/A,cunningness,A word was not spelled correctly,cunnings,1347,1357,Syntax,31
macbeth essay for the exam 2020.docx,N/A,hamartia,A word was not spelled correctly,helmet,1411,1418,Syntax,31
macbeth essay for the exam 2020.docx,N/A,tis,A word was not spelled correctly,TIS,1520,1522,Syntax,31
macbeth essay for the exam 2020.docx,", it, however demonstrates Lady Macbeths evilness and the desire for power",however demonstrates,Missing comma,"however, demonstrates",2132,2151,Style,49
macbeth essay for the exam 2020.docx,desire for power,desire,Omission of the definite article,the desire,2180,2185,Syntax,13
macbeth essay for the exam 2020.docx,like th innocent flower,th,A word was not spelled correctly,the,2518,2519,Syntax,31
macbeth essay for the exam 2020.docx,"the serpent under't"", , Lady Macbeth",",   ,",Accidental repetition of a word,",",2566,2570,Spelling,47
macbeth essay for the exam 2020.docx,Appearance Vs Reality which is applied through the technique of verisimilitude,Vs,A word was not spelled correctly,Vs.,2625,2626,Syntax,31
macbeth essay for the exam 2020.docx,N/A,",","Missing or superfluous space before or after period, comma and other punctuation marks",", ",2891,2891,Grammar,40
macbeth essay for the exam 2020.docx,N/A,compt,A proper or common noun is not capitalized,Compt,2927,2931,Spelling,2
macbeth essay for the exam 2020.docx,N/A,",","Missing or superfluous space before or after period, comma and other punctuation marks",", ",2932,2932,Grammar,40
macbeth essay for the exam 2020.docx,N/A,",","Missing or superfluous space before or after period, comma and other punctuation marks",", ",2980,2980,Grammar,40
macbeth essay for the exam 2020.docx,Much cunningness and planning was used,cunningness,A word was not spelled correctly,cunnings,3339,3349,Syntax,31
macbeth essay for the exam 2020.docx,N/A,Macbeth which,Missing comma,"Macbeth, which",3808,3820,Style,49
Macbeth talks to himself again.docx,he cant do,cant,A word was not spelled correctly,can't,164,167,Syntax,31
Macbeth talks to himself again.docx,he cant do,cant,A word was not spelled correctly,can't,215,218,Syntax,31
Macbeth talks to himself again.docx,you cant kill,cant,A word was not spelled correctly,can't,322,325,Syntax,31
Macbeth talks to himself again.docx,"duncans servants drunk, wait till Duncans asleep kill the king",duncans,A proper or common noun is not capitalized,Duncans,368,374,Spelling,2
Macbeth talks to himself again.docx,till duncans asleep kill the king while sleeping and blame it on the servants,duncans,A proper or common noun is not capitalized,Duncans,402,408,Spelling,2
Macbeth talks to himself again.docx,asleep kill th eking,th eking,A word was not spelled correctly,the king,422,429,Spelling,1000
Macbeth talks to himself again.docx,asleep kill while lseeping and blame it on the servants,lseeping,A word was not spelled correctly,sleeping,437,444,Syntax,31
Macbeth talks to himself again.docx,to as an assination,assination,A word was not spelled correctly,assassination,674,683,Syntax,31
Macbeth talks to himself again.docx,to face eternal punshment,punshment,A word was not spelled correctly,punishment,724,732,Syntax,31
Macbeth talks to himself again.docx,uses different example of imagery,different example,Confusion between the singular and plural form of a noun,different examples,955,971,Punctuation,42
Macbeth.docx,a noble and honorable thane,honorable,Usage of British instead of American English spelling or vice-versa,honourable,136,144,Syntax,44
Macbeth.docx,being a noble and honourable thane,thane,Confusion between words which sound similar or have a similar spelling,thorn,146,150,Punctuation,46
Macbeth.docx,a noble and honourable thane to then betraying basically his own kin(friends,(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,191,191,Grammar,40
Macbeth.docx,N/A,king,Omission of the definite article,the king,201,204,Syntax,13
Macbeth.docx,seen as a king however an unworthy one,king however,Missing comma,"king, however",275,286,Style,49
Macbeth.docx,Honor do what's morally right,Honor,Usage of British instead of American English spelling or vice-versa,Honour,622,626,Syntax,44
Macbeth.docx,N/A,whispering,Mismatch between the plurality of the verb and the subject,whispers,1123,1132,Grammar,21
Macbeth.docx,A treagedy is a play,treagedy,A word was not spelled correctly,tragedy,1365,1372,Syntax,31
Macbeth.docx,( is restored),(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,1545,1545,Grammar,40
Macbeth.docx,Major corruption and vilicfication,vilicfication,A word was not spelled correctly,vilification,1694,1706,Syntax,31
Macbeth.docx,"Catharsis:Figurative cleansing of emotion, effect of tragic drama on the audience",:,"Missing or superfluous space before or after period, comma and other punctuation marks",: ,1731,1731,Grammar,40
Macbeth.docx,":Figurative cleansing of emotion, effect of tragic drama on the audience,",of,No preposition needed,,1753,1754,Other,32
Macbeth.docx,of tragic drama on audience,audience,Omission of the definite article,the audience,1791,1798,Syntax,13
Macbeth.docx,"Hamartia, a fatal flaw that leads to the protagonist's downfall",Hamartia,A word was not spelled correctly,N/A,2021,2028,Syntax,31
Macbeth.docx,the protagonists downfall,protagonists,"Wrong usage of two or more nouns in a row, either in possessive form or as modifiers of each other",protagonist's,2062,2073,Grammar,43
Macbeth.docx,his hamartia is his ambition,hamartia,A word was not spelled correctly,helmet,2108,2115,Syntax,31
Macbeth.docx,"his hubris is exposed after the helmet is exposed,",is exposed,Mismatch between the plurality of the verb and the subject,are exposed,2380,2389,Grammar,21
Macbeth.docx,the hamartia is exposed,hamartia,A word was not spelled correctly,helmet,2401,2408,Syntax,31
Macbeth.docx,is invincible the prid,prid,A word was not spelled correctly,pride,2454,2457,Syntax,31
The Divine Right of Kings.docx,"in charge,-Royalty (King + Queen)",",","Missing or superfluous space before or after period, comma and other punctuation marks",", ",68,68,Grammar,40
The Divine Right of Kings.docx,-Royalty(King + Queen),(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,77,77,Grammar,40
The Divine Right of Kings.docx,having an interest in witchcraft in which Shakespeare appealed to this interest by including witches,having,Mismatch between the plurality of the verb and the subject,has,466,471,Grammar,21
The Divine Right of Kings.docx,an interest n witchcraft in which Shakespeare appealed to this interest by including witches,n,Confusion between words which sound similar or have a similar spelling,in,485,485,Punctuation,46
The Divine Right of Kings.docx,the history chronicles as his source for Macbeth,history,"Wrong adverb used, adverb used instead of adjective or vice-versa",historical,601,607,Syntax,23
The Divine Right of Kings.docx,"luck , the guy murdered"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",731,732,Grammar,40
The Divine Right of Kings.docx,always guy murdered,guy,Omission of the definite article,the guy,734,736,Syntax,13
The Divine Right of Kings.docx,for the Globe theater,theater,A word was not spelled correctly,theatre,817,823,Syntax,31
The Divine Right of Kings.docx,the historical chronicles of raphael holinshed,raphael,A proper or common noun is not capitalized,Raphael,1065,1071,Spelling,2
The Divine Right of Kings.docx,the historical chronicles of Raphael holinshed,holinshed,A word was not spelled correctly,N/A,1073,1081,Syntax,31
The Divine Right of Kings.docx,hhis source for the story of Macbeth,hhis,A word was not spelled correctly,his,1086,1089,Syntax,31
The Divine Right of Kings.docx,", king dunac, very",dunac,A word was not spelled correctly,dance,1155,1159,Syntax,31
The Divine Right of Kings.docx,faces fromm all sides,fromm,A word was not spelled correctly,from,1203,1207,Syntax,31
The Divine Right of Kings.docx,"wife, further assasinations",assasinations,A word was not spelled correctly,assassinations,1429,1441,Syntax,31
The Divine Right of Kings.docx,"Banquo, another lord, macduff",macduff,A proper or common noun is not capitalized,Macduff,1473,1479,Spelling,2
The Divine Right of Kings.docx,"include Banquo, another lord, Macduff rauses an army and defeats Macbeth",rauses,A word was not spelled correctly,raises,1481,1486,Syntax,31
The Divine Right of Kings.docx,Aristotle(Greek philosopher),(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,1565,1565,Grammar,40
The Divine Right of Kings.docx,adopts aristotles definition and makes it his own,aristotles,A proper or common noun is not capitalized,Aristotles,1649,1658,Spelling,2
The Divine Right of Kings.docx,-Special turn(climax),(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,1759,1759,Grammar,40
The Divine Right of Kings.docx,(a release),(,"Missing or superfluous space before or after period, comma and other punctuation marks", (,1811,1811,Grammar,40
The Divine Right of Kings.docx,"order , peace"," ,","Missing or superfluous space before or after period, comma and other punctuation marks",",",2253,2254,Grammar,40
Wadih English Notes.docx,considered to be fortune,fortune,"Confusion between ""a""/""an"" or omission of an indefinite article",a fortune,458,464,Syntax,12
Wadih English Notes.docx,"for some offense, crime, wrong",offense,Usage of British instead of American English spelling or vice-versa,offence,679,685,Syntax,44
Wadih English Notes.docx,"Carthasis is purifying or figurative cleansing of the emotions, especially",Carthasis,A word was not spelled correctly,Catharsis,1005,1013,Syntax,31
